Title,Detail_price,Highlights,Other_Details,description,Teams_conditions,images_all
FURO  Blue  Men's Sports Running Shoes,1549,"FURO,Color: Blue,Running Type: Road,Outer Material:,Closure: Lace-Up,Cushioning:,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL101890347","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1 Pair  ,Manufacturer's Name & Address,Leayanglobal Private Limited (OFFICE -Plot no-102,103,104, Industrial Area Fazalganj, Kalpi Road  Kanpur - 208012)  ,Packer's Name & Address,Leayanglobal Private Limited (OFFICE -Plot no-102,103,104, Industrial Area Fazalganj, Kalpi Road  Kanpur - 208012)  ,Marketer's Name & Address, ,Importer's Name & Address,Leayanglobal Private Limited (OFFICE -Plot no-102,103,104, Industrial Area Fazalganj, Kalpi Road  Kanpur - 208012)  ","
Furo By Redchief Evening Blue Running Shoes For Men ( R1071 C1246 )",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/j/r/3/FURO-R1071-C1246-Blue-Running-SDL101890347-2-7973f.jpeg,https://n1.sdlcdn.com/imgs/j/r/3/FURO-R1071-C1246-Blue-Running-SDL101890347-3-9378f.jpeg,https://n2.sdlcdn.com/imgs/j/r/3/FURO-R1071-C1246-Blue-Running-SDL101890347-4-4ac72.jpeg,https://n1.sdlcdn.com/imgs/j/r/3/FURO-R1071-C1246-Blue-Running-SDL101890347-5-0e00f.jpeg,https://n2.sdlcdn.com/imgs/j/r/3/FURO-R1071-C1246-Blue-Running-SDL101890347-6-21cfa.jpeg,https://n2.sdlcdn.com/imgs/j/r/3/FURO-R1071-C1246-Blue-Running-SDL101890347-7-0072e.jpeg"
Columbus Black Running Shoes,749,"Color:Black,Manufacturer's Name & Address:COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi,SUPC: SDL871090063","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi  ,Packer's Name & Address,K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472881  ,Marketer's Name & Address, ,Importer's Name & Address,COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi  ","
Shoes are designed to keeping in mind durability as well as trends, We Have the most stylish range of shoes in Columbus.. They are exclusively designed to match the latest trends of the new generation. This pair of shoes is sure to make you look smart & classy. These will go with most of your casual outfits. This product is made of premium quality and highly material. The perfect combo of good looks & comfort.",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/j/t/7/Columbus-Black-Running-Shoes-SDL871090063-2-b6cf4.jpg,https://n1.sdlcdn.com/imgs/j/t/7/Columbus-Black-Running-Shoes-SDL871090063-3-1ac8e.jpg,https://n1.sdlcdn.com/imgs/j/t/7/Columbus-Black-Running-Shoes-SDL871090063-4-5b873.jpg,https://n1.sdlcdn.com/imgs/j/t/7/Columbus-Black-Running-Shoes-SDL871090063-5-8c250.jpg,https://n1.sdlcdn.com/imgs/j/t/7/Columbus-Black-Running-Shoes-SDL871090063-6-1839b.jpg,https://n3.sdlcdn.com/imgs/j/t/7/Columbus-Black-Running-Shoes-SDL871090063-7-737c2.jpg,https://n2.sdlcdn.com/imgs/j/t/7/Columbus-Black-Running-Shoes-SDL871090063-8-2024f.jpg"
FURO By Red Chief Red Running Shoes,999,"Color:Red,Shoe Weight:Light Weight,Manufacturer's Name & Address:Leayan Global Pvt Ltd,SUPC: SDL532357192","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Leayan Global Pvt Ltd  ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
Furo By Red Chief R1100 Red Sports Shoes for Men  | Breathable  Upper air Mesh sports shoe with Lycra soft lining for Superior comfort and sweat resistance. Elastic cord eyelet to give strong hold of your foot any sports casual related activity. Cushion phylon for reduces fatigue and Stress also, breathable outsole to give extra energy while running.",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/i/7/t/FURO-By-Red-Chief-Red-SDL532357192-2-4b950.jpeg,https://n3.sdlcdn.com/imgs/i/7/t/FURO-By-Red-Chief-Red-SDL532357192-3-5ca5f.jpeg,https://n3.sdlcdn.com/imgs/i/7/t/FURO-By-Red-Chief-Red-SDL532357192-4-b0096.jpeg,https://n2.sdlcdn.com/imgs/i/7/t/FURO-By-Red-Chief-Red-SDL532357192-5-4556a.jpeg,https://n2.sdlcdn.com/imgs/i/7/t/FURO-By-Red-Chief-Red-SDL532357192-6-508bc.jpeg"
FURO  Blue  Men's Sports Running Shoes,999,"FURO,Color: Blue,Running Type: Road,Outer Material: Mesh,Closure: Lace-Up,Cushioning: Medium,Sole Material: PU,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL409105082","Country of Origin or Manufacture or Assembly,India ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Leayan Global Pvt. Ltd  ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
Furo By Red Chief Blue Running Shoe For Men (R1024 C863)",The images represent actual product though color of the image and product may slightly differ.,"https://n4.sdlcdn.com/imgs/i/5/f/FURO-By-Red-Chief-R1024-SDL409105082-2-a3e1b.jpeg,https://n2.sdlcdn.com/imgs/i/5/f/FURO-By-Red-Chief-R1024-SDL409105082-3-d8377.jpeg,https://n1.sdlcdn.com/imgs/i/5/f/FURO-By-Red-Chief-R1024-SDL409105082-4-7fbe1.jpeg,https://n1.sdlcdn.com/imgs/i/5/f/FURO-By-Red-Chief-R1024-SDL409105082-5-609ba.jpeg,https://n4.sdlcdn.com/imgs/i/5/f/FURO-By-Red-Chief-R1024-SDL409105082-6-c409f.jpeg"
Columbus  Blue  Men's Sports Running Shoes,1699,"Columbus,Color: Navy,Running Type: Road,Outer Material:,Closure: Lace-Up,Cushioning:,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL379433763","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi  ,Packer's Name & Address,K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472881  ,Marketer's Name & Address, ,Importer's Name & Address,COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi  ","
Shoes are designed to keeping in mind durability as well as trends, We Have the most stylish range of shoes in Columbus.. They are exclusively designed to match the latest trends of the new generation. This pair of shoes is sure to make you look smart & classy. These will go with most of your casual outfits. This product is made of premium quality and highly material. The perfect combo of good looks & comfort.",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/j/t/7/Columbus-Blue-Running-Shoes-SDL379433763-2-43833.jpg,https://n3.sdlcdn.com/imgs/j/t/7/Columbus-Blue-Running-Shoes-SDL379433763-3-45629.jpg,https://n2.sdlcdn.com/imgs/j/t/7/Columbus-Blue-Running-Shoes-SDL379433763-4-f8f0d.jpg,https://n1.sdlcdn.com/imgs/j/t/7/Columbus-Blue-Running-Shoes-SDL379433763-5-4f7b1.jpg,https://n2.sdlcdn.com/imgs/j/t/7/Columbus-Blue-Running-Shoes-SDL379433763-6-e964d.jpg,https://n1.sdlcdn.com/imgs/j/t/7/Columbus-Blue-Running-Shoes-SDL379433763-7-213f0.jpg,https://n1.sdlcdn.com/imgs/j/t/7/Columbus-Blue-Running-Shoes-SDL379433763-8-41b19.jpg"
Columbus  Maroon  Men's Sports Running Shoes,1409,"Columbus,Color: Navy,Running Type: Road,Outer Material: Mesh,Closure: Lace-Up,Cushioning: Medium,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL181980370","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi  ,Packer's Name & Address,K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472881  ,Marketer's Name & Address, ,Importer's Name & Address,COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi  ","
Shoes are designed to keeping in mind durability as well as trends, We Have the most stylish range of shoes in Columbus.. They are exclusively designed to match the latest trends of the new generation. This pair of shoes is sure to make you look smart & classy. These will go with most of your casual outfits. This product is made of premium quality and highly material. The perfect combo of good looks & comfort.",The images represent actual product though color of the image and product may slightly differ.,"https://n4.sdlcdn.com/imgs/j/t/7/Columbus-Maroon-Running-Shoes-SDL181980370-2-6ab12.jpg,https://n3.sdlcdn.com/imgs/j/t/7/Columbus-Maroon-Running-Shoes-SDL181980370-3-b40a9.jpg,https://n3.sdlcdn.com/imgs/j/t/7/Columbus-Maroon-Running-Shoes-SDL181980370-4-b9536.jpg,https://n1.sdlcdn.com/imgs/j/t/7/Columbus-Maroon-Running-Shoes-SDL181980370-5-534d0.jpg,https://n4.sdlcdn.com/imgs/j/t/7/Columbus-Maroon-Running-Shoes-SDL181980370-6-612c8.jpg,https://n4.sdlcdn.com/imgs/j/t/7/Columbus-Maroon-Running-Shoes-SDL181980370-7-85493.jpg,https://n2.sdlcdn.com/imgs/j/t/7/Columbus-Maroon-Running-Shoes-SDL181980370-8-5661b.jpg"
Autonomy Sports Shoe Black Running Shoes,1299,"Color:Black,Shoe Weight:Light Weight,Manufacturer's Name & Address:BAXXICO SHOP 8 BLOCK 15 SANAY PALCE AGRA 282002,SUPC: SDL647272188","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,BAXXICO SHOP 8 BLOCK 15 SANAY PALCE AGRA 282002  ,Packer's Name & Address,BAXXICO SHOP 8 BLOCK 15 SANAY PALCE AGRA 282002  ,Marketer's Name & Address,BAXXICO SHOP 8 BLOCK 15 SANAY PALCE AGRA 282002  ,Importer's Name & Address,BAXXICO SHOP 8 BLOCK 15 SANAY PALCE AGRA 282002  ","
Capture a smart look when you wear this pair of Casual Socks Shoes from the house of Autonomy. Experience blissful comfort when you wear this pair of shoes, which is crafted using high quality upper Knitted Fabric material and flexible and comfortable Eva sole. These lightweight Casual Socks Shoes will look good when worn with a pair of jeans and a t-shirt. Autonomy gives you the best products with better life style and comfort. Stylish Casual Socks Shoes for men with better quality and better grip. Our sports shoes are very much liked by Men's and Boys. The sole offers great comfort for all day long. Quality and customer satisfaction Is our main motto. Wear Autonomy stay trendy and classy!!",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/k/a/4/Autonomy-Sports-Shoe-Black-Running-SDL647272188-2-33be7.JPG,https://n1.sdlcdn.com/imgs/k/a/4/Autonomy-Sports-Shoe-Black-Running-SDL647272188-3-14dd4.JPG,https://n4.sdlcdn.com/imgs/k/a/4/Autonomy-Sports-Shoe-Black-Running-SDL647272188-4-fc712.JPG"
Columbus  Navy  Men's Sports Running Shoes,1699,"Columbus,Color: Navy,Running Type: Road,Outer Material:,Closure: Lace-Up,Cushioning:,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL154891370","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi  ,Packer's Name & Address,K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472881  ,Marketer's Name & Address, ,Importer's Name & Address,COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi  ","
Shoes are designed to keeping in mind durability as well as trends, We Have the most stylish range of shoes in Columbus.. They are exclusively designed to match the latest trends of the new generation. This pair of shoes is sure to make you look smart & classy. These will go with most of your casual outfits. This product is made of premium quality and highly material. The perfect combo of good looks & comfort.",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/j/t/7/Columbus-Navy-Running-Shoes-SDL154891370-2-d8010.jpg,https://n4.sdlcdn.com/imgs/j/t/7/Columbus-Navy-Running-Shoes-SDL154891370-3-b57e9.jpg,https://n1.sdlcdn.com/imgs/j/t/7/Columbus-Navy-Running-Shoes-SDL154891370-4-60491.jpg,https://n2.sdlcdn.com/imgs/j/t/7/Columbus-Navy-Running-Shoes-SDL154891370-5-db15b.jpg,https://n1.sdlcdn.com/imgs/j/t/7/Columbus-Navy-Running-Shoes-SDL154891370-6-a5aba.jpg,https://n2.sdlcdn.com/imgs/j/t/7/Columbus-Navy-Running-Shoes-SDL154891370-7-60640.jpg,https://n4.sdlcdn.com/imgs/j/t/7/Columbus-Navy-Running-Shoes-SDL154891370-8-bddbe.jpg"
FURO By Red Chief Blue Running Shoes,999,"Color:Blue,Shoe Weight:Light Weight,Manufacturer's Name & Address:Leayan Global Pvt Ltd,SUPC: SDL453168312","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Leayan Global Pvt Ltd  ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
Breathable Upper air Mesh sports shoe with Lycra soft lining for Superior comfort and sweat resistance. Elastic cord eyelet to give strong hold of your foot any sports casual related activity. Cushion phylon for reduces fatigue and Stress also, breathable outsole to give extra energy while running.",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/j/b/9/FURO-By-Red-Chief-Blue-SDL453168312-2-dca81.jpeg,https://n2.sdlcdn.com/imgs/j/b/9/FURO-By-Red-Chief-Blue-SDL453168312-3-eb7a8.jpeg,https://n1.sdlcdn.com/imgs/j/b/9/FURO-By-Red-Chief-Blue-SDL453168312-4-78589.jpeg,https://n1.sdlcdn.com/imgs/j/b/9/FURO-By-Red-Chief-Blue-SDL453168312-5-ea3f7.jpeg,https://n4.sdlcdn.com/imgs/j/b/9/FURO-By-Red-Chief-Blue-SDL453168312-6-8221e.jpeg"
Hego Yellow Running Shoes,999,"Color:Yellow,Shoe Weight:Light Weight,SUPC: SDL984149731","Country of Origin or Manufacture or Assembly,India ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address, ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
hego men sport shoes",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/i/0/r/Hego-Yellow-Running-Shoes-SDL984149731-2-1f669.jpeg,https://n2.sdlcdn.com/imgs/i/0/r/Hego-Yellow-Running-Shoes-SDL984149731-3-99df8.jpeg,https://n3.sdlcdn.com/imgs/i/0/r/Hego-Yellow-Running-Shoes-SDL984149731-4-6f664.jpeg"
ASIAN  Grey Men's Sports Running Shoes,575,"ASIAN,Color: Gray,Running Type: Beach,Outer Material:,Closure: Slip-On,Cushioning: Medium,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,BIS/ISI License number:NA,BIS/ISI required:NA,SUPC: SDL310022499","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address, ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
Asian Prime-01 Grey Green Running Shoes For Men",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/i/e/q/ASIAN-Gray-Running-Shoes-SDL310022499-2-53953.jpeg,https://n3.sdlcdn.com/imgs/i/e/q/ASIAN-Gray-Running-Shoes-SDL310022499-3-15aa5.jpeg,https://n1.sdlcdn.com/imgs/i/e/q/ASIAN-Gray-Running-Shoes-SDL310022499-4-bef47.jpeg,https://n1.sdlcdn.com/imgs/i/e/q/ASIAN-Gray-Running-Shoes-SDL310022499-5-f4f09.jpeg,https://n2.sdlcdn.com/imgs/i/e/q/ASIAN-Gray-Running-Shoes-SDL310022499-6-d6d94.jpeg"
Columbus White Running Shoes,1709,"Color:Maroon,Manufacturer's Name & Address:COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi,SUPC: SDL757314755","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi  ,Packer's Name & Address,K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472881  ,Marketer's Name & Address, ,Importer's Name & Address,COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi  ","
Shoes are designed to keeping in mind durability as well as trends, We Have the most stylish range of shoes in Columbus.. They are exclusively designed to match the latest trends of the new generation. This pair of shoes is sure to make you look smart & classy. These will go with most of your casual outfits. This product is made of premium quality and highly material. The perfect combo of good looks & comfort.",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/j/t/7/Columbus-White-Running-Shoes-SDL757314755-2-63294.jpg,https://n3.sdlcdn.com/imgs/j/t/7/Columbus-White-Running-Shoes-SDL757314755-3-ab8cb.jpg,https://n2.sdlcdn.com/imgs/j/t/7/Columbus-White-Running-Shoes-SDL757314755-4-763d4.jpg,https://n1.sdlcdn.com/imgs/j/t/7/Columbus-White-Running-Shoes-SDL757314755-5-63c62.jpg,https://n2.sdlcdn.com/imgs/j/t/7/Columbus-White-Running-Shoes-SDL757314755-6-dc5ea.jpg,https://n1.sdlcdn.com/imgs/j/t/7/Columbus-White-Running-Shoes-SDL757314755-7-5d410.jpg,https://n2.sdlcdn.com/imgs/j/t/7/Columbus-White-Running-Shoes-SDL757314755-8-9eb28.jpg"
FURO  Brown  Men's Sports Running Shoes,1649,"FURO,Color: Brown,Running Type: Track,Outer Material:,Closure: Lace-Up,Cushioning:,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL278273990","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1 Pair  ,Manufacturer's Name & Address,Leayanglobal Private Limited (OFFICE -Plot no-102,103,104, Industrial Area Fazalganj, Kalpi Road  Kanpur - 208012)  ,Packer's Name & Address,Leayanglobal Private Limited (OFFICE -Plot no-102,103,104, Industrial Area Fazalganj, Kalpi Road  Kanpur - 208012)  ,Marketer's Name & Address, ,Importer's Name & Address,Leayanglobal Private Limited (OFFICE -Plot no-102,103,104, Industrial Area Fazalganj, Kalpi Road  Kanpur - 208012)  ","
Furo By Redchief Chocolate Brown Running Shoes For Men ( R1042 C918 )",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/j/s/v/FURO-R1042-C918-Brown-Running-SDL278273990-2-04ec9.jpeg,https://n1.sdlcdn.com/imgs/j/s/v/FURO-R1042-C918-Brown-Running-SDL278273990-3-92c0b.jpeg,https://n4.sdlcdn.com/imgs/j/s/v/FURO-R1042-C918-Brown-Running-SDL278273990-4-6954d.jpeg,https://n2.sdlcdn.com/imgs/j/s/v/FURO-R1042-C918-Brown-Running-SDL278273990-5-ece13.jpeg,https://n4.sdlcdn.com/imgs/j/s/v/FURO-R1042-C918-Brown-Running-SDL278273990-6-da66c.jpeg,https://n1.sdlcdn.com/imgs/j/s/v/FURO-R1042-C918-Brown-Running-SDL278273990-7-55969.jpeg"
